passengerCount,WIFIAPTag,slice10min
,E1-3B<E1-3-26>,2016-09-14-15-3
,E1-3B<E1-3-26>,2016-09-14-15-4
,E1-3B<E1-3-26>,2016-09-14-15-5
,E1-3B<E1-3-26>,2016-09-14-16-0
,E1-3B<E1-3-26>,2016-09-14-16-1
,E1-3B<E1-3-26>,2016-09-14-16-2
,E1-3B<E1-3-26>,2016-09-14-16-3
,E1-3B<E1-3-26>,2016-09-14-16-4
,E1-3B<E1-3-26>,2016-09-14-16-5
,E1-3B<E1-3-26>,2016-09-14-17-0
,E1-3B<E1-3-26>,2016-09-14-17-1
,E1-3B<E1-3-26>,2016-09-14-17-2
,E1-3B<E1-3-26>,2016-09-14-17-3
,E1-3B<E1-3-26>,2016-09-14-17-4
,E1-3B<E1-3-26>,2016-09-14-17-5
,E1-3B<E1-3-27>,2016-09-14-15-0
,E1-3B<E1-3-27>,2016-09-14-15-1
,E1-3B<E1-3-27>,2016-09-14-15-2
,E1-3B<E1-3-27>,2016-09-14-15-3
,E1-3B<E1-3-27>,2016-09-14-15-4
,E1-3B<E1-3-27>,2016-09-14-15-5
,E1-3B<E1-3-27>,2016-09-14-16-0
,E1-3B<E1-3-27>,2016-09-14-16-1
,E1-3B<E1-3-27>,2016-09-14-16-2
,E1-3B<E1-3-27>,2016-09-14-16-3
,E1-3B<E1-3-27>,2016-09-14-16-4
,E1-3B<E1-3-27>,2016-09-14-16-5
,E1-3B<E1-3-27>,2016-09-14-17-0
,E1-3B<E1-3-27>,2016-09-14-17-1
,E1-3B<E1-3-27>,2016-09-14-17-2
,E1-3B<E1-3-27>,2016-09-14-17-3
,E1-3B<E1-3-27>,2016-09-14-17-4
,E1-3B<E1-3-27>,2016-09-14-17-5
,E1-3B<E1-3-28>,2016-09-14-15-0
,E1-3B<E1-3-28>,2016-09-14-15-1
,E1-3B<E1-3-28>,2016-09-14-15-2
,E1-3B<E1-3-28>,2016-09-14-15-3
,E1-3B<E1-3-28>,2016-09-14-15-4
,E1-3B<E1-3-28>,2016-09-14-15-5
,E1-3B<E1-3-28>,2016-09-14-16-0
,E1-3B<E1-3-28>,2016-09-14-16-1
,E1-3B<E1-3-28>,2016-09-14-16-2
,E1-3B<E1-3-28>,2016-09-14-16-3
,E1-3B<E1-3-28>,2016-09-14-16-4
,E1-3B<E1-3-28>,2016-09-14-16-5
,E1-3B<E1-3-28>,2016-09-14-17-0
,E1-3B<E1-3-28>,2016-09-14-17-1
,E1-3B<E1-3-28>,2016-09-14-17-2
,E1-3B<E1-3-28>,2016-09-14-17-3
,E1-3B<E1-3-28>,2016-09-14-17-4
,E1-3B<E1-3-28>,2016-09-14-17-5
,E1-3B<E1-3-29>,2016-09-14-15-0
,E1-3B<E1-3-29>,2016-09-14-15-1
,E1-3B<E1-3-29>,2016-09-14-15-2
,E1-3B<E1-3-29>,2016-09-14-15-3
,E1-3B<E1-3-29>,2016-09-14-15-4
,E1-3B<E1-3-29>,2016-09-14-15-5
,E1-3B<E1-3-29>,2016-09-14-16-0
,E1-3B<E1-3-29>,2016-09-14-16-1
,E1-3B<E1-3-29>,2016-09-14-16-2
,E1-3B<E1-3-29>,2016-09-14-16-3
,E1-3B<E1-3-29>,2016-09-14-16-4
,E1-3B<E1-3-29>,2016-09-14-16-5
,E1-3B<E1-3-29>,2016-09-14-17-0
,E1-3B<E1-3-29>,2016-09-14-17-1
,E1-3B<E1-3-29>,2016-09-14-17-2
,E1-3B<E1-3-29>,2016-09-14-17-3
,E1-3B<E1-3-29>,2016-09-14-17-4
,E1-3B<E1-3-29>,2016-09-14-17-5
,E1-3B<E1-3-30>,2016-09-14-15-0
,E1-3B<E1-3-30>,2016-09-14-15-1
,E1-3B<E1-3-30>,2016-09-14-15-2
,E1-3B<E1-3-30>,2016-09-14-15-3
,E1-3B<E1-3-30>,2016-09-14-15-4
,E1-3B<E1-3-30>,2016-09-14-15-5
,E1-3B<E1-3-30>,2016-09-14-16-0
,E1-3B<E1-3-30>,2016-09-14-16-1
,E1-3B<E1-3-30>,2016-09-14-16-2
,E1-3B<E1-3-30>,2016-09-14-16-3
,E1-3B<E1-3-30>,2016-09-14-16-4
,E1-3B<E1-3-30>,2016-09-14-16-5
,E1-3B<E1-3-30>,2016-09-14-17-0
,E1-3B<E1-3-30>,2016-09-14-17-1
,E1-3B<E1-3-30>,2016-09-14-17-2
,E1-3B<E1-3-30>,2016-09-14-17-3
,E1-3B<E1-3-30>,2016-09-14-17-4
,E1-3B<E1-3-30>,2016-09-14-17-5
,E1-3B<E1-3-31>,2016-09-14-15-0
,E1-3B<E1-3-31>,2016-09-14-15-1
,E1-3B<E1-3-31>,2016-09-14-15-2
,E1-3B<E1-3-31>,2016-09-14-15-3
,E1-3B<E1-3-31>,2016-09-14-15-4
,E1-3B<E1-3-31>,2016-09-14-15-5
,E1-3B<E1-3-31>,2016-09-14-16-0
,E1-3B<E1-3-31>,2016-09-14-16-1
,E1-3B<E1-3-31>,2016-09-14-16-2
,E1-3B<E1-3-31>,2016-09-14-16-3
,E1-3B<E1-3-31>,2016-09-14-16-4
,E1-3B<E1-3-31>,2016-09-14-16-5
,E1-3B<E1-3-31>,2016-09-14-17-0
,E1-3B<E1-3-31>,2016-09-14-17-1
,E1-3B<E1-3-31>,2016-09-14-17-2
,E1-3B<E1-3-31>,2016-09-14-17-3
,E1-3B<E1-3-31>,2016-09-14-17-4
,E1-3B<E1-3-31>,2016-09-14-17-5
,E1-3C<E1-3-11>,2016-09-14-15-0
,E1-3C<E1-3-11>,2016-09-14-15-1
,E1-3C<E1-3-11>,2016-09-14-15-2
,E1-3C<E1-3-11>,2016-09-14-15-3
,E1-3C<E1-3-11>,2016-09-14-15-4
,E1-3C<E1-3-11>,2016-09-14-15-5
,E1-3C<E1-3-11>,2016-09-14-16-0
,E1-3C<E1-3-11>,2016-09-14-16-1
,E1-3C<E1-3-11>,2016-09-14-16-2
,E1-3C<E1-3-11>,2016-09-14-16-3
,E1-3C<E1-3-11>,2016-09-14-16-4
,E1-3C<E1-3-11>,2016-09-14-16-5
,E1-3C<E1-3-11>,2016-09-14-17-0
,E1-3C<E1-3-11>,2016-09-14-17-1
,E1-3C<E1-3-11>,2016-09-14-17-2
,E1-3C<E1-3-11>,2016-09-14-17-3
,E1-3C<E1-3-11>,2016-09-14-17-4
,E1-3C<E1-3-11>,2016-09-14-17-5
,E1-3C<E1-3-12>,2016-09-14-15-0
,E1-3C<E1-3-12>,2016-09-14-15-1
,E1-3C<E1-3-12>,2016-09-14-15-2
,E1-3C<E1-3-12>,2016-09-14-15-3
,E1-3C<E1-3-12>,2016-09-14-15-4
,E1-3C<E1-3-12>,2016-09-14-15-5
,E1-3C<E1-3-12>,2016-09-14-16-0
,E1-3C<E1-3-12>,2016-09-14-16-1
,E1-3C<E1-3-12>,2016-09-14-16-2
,E1-3C<E1-3-12>,2016-09-14-16-3
,E1-3C<E1-3-12>,2016-09-14-16-4
,E1-3C<E1-3-12>,2016-09-14-16-5
,E1-3C<E1-3-12>,2016-09-14-17-0
,E1-3C<E1-3-12>,2016-09-14-17-1
,E1-3C<E1-3-12>,2016-09-14-17-2
,E1-3C<E1-3-12>,2016-09-14-17-3
,E1-3C<E1-3-12>,2016-09-14-17-4
,E1-3C<E1-3-12>,2016-09-14-17-5
,E1-3C<E1-3-13>,2016-09-14-15-0
,E1-3C<E1-3-13>,2016-09-14-15-1
,E1-3C<E1-3-13>,2016-09-14-15-2
,E1-3C<E1-3-13>,2016-09-14-15-3
,E1-3C<E1-3-13>,2016-09-14-15-4
,E1-3C<E1-3-13>,2016-09-14-15-5
,E1-3C<E1-3-13>,2016-09-14-16-0
,E1-3C<E1-3-13>,2016-09-14-16-1
,E1-3C<E1-3-13>,2016-09-14-16-2
,E1-3C<E1-3-13>,2016-09-14-16-3
,E1-3C<E1-3-13>,2016-09-14-16-4
,E1-3C<E1-3-13>,2016-09-14-16-5
,E1-3C<E1-3-13>,2016-09-14-17-0
,E1-3C<E1-3-13>,2016-09-14-17-1
,E1-3C<E1-3-13>,2016-09-14-17-2
,E1-3C<E1-3-13>,2016-09-14-17-3
,E1-3C<E1-3-13>,2016-09-14-17-4
,E1-3C<E1-3-13>,2016-09-14-17-5
,E1-3C<E1-3-14>,2016-09-14-15-0
,E1-3C<E1-3-14>,2016-09-14-15-1
,E1-3C<E1-3-14>,2016-09-14-15-2
,E1-3C<E1-3-14>,2016-09-14-15-3
,E1-3C<E1-3-14>,2016-09-14-15-4
,E1-3C<E1-3-14>,2016-09-14-15-5
,E1-3C<E1-3-14>,2016-09-14-16-0
,E1-3C<E1-3-14>,2016-09-14-16-1
,E1-3C<E1-3-14>,2016-09-14-16-2
,E1-3C<E1-3-14>,2016-09-14-16-3
,E1-3C<E1-3-14>,2016-09-14-16-4
,E1-3C<E1-3-14>,2016-09-14-16-5
,E1-3C<E1-3-14>,2016-09-14-17-0
,E1-3C<E1-3-14>,2016-09-14-17-1
,E1-3C<E1-3-14>,2016-09-14-17-2
,E1-3C<E1-3-14>,2016-09-14-17-3
,E1-3C<E1-3-14>,2016-09-14-17-4
,E1-3C<E1-3-14>,2016-09-14-17-5
,E1-3C<E1-3-15>,2016-09-14-15-0
,E1-3C<E1-3-15>,2016-09-14-15-1
,E1-3C<E1-3-15>,2016-09-14-15-2
,E1-3C<E1-3-15>,2016-09-14-15-3
,E1-3C<E1-3-15>,2016-09-14-15-4
,E1-3C<E1-3-15>,2016-09-14-15-5
,E1-3C<E1-3-15>,2016-09-14-16-0
,E1-3C<E1-3-15>,2016-09-14-16-1
,E1-3C<E1-3-15>,2016-09-14-16-2
,E1-3C<E1-3-15>,2016-09-14-16-3
,E1-3C<E1-3-15>,2016-09-14-16-4
,E1-3C<E1-3-15>,2016-09-14-16-5
,E1-3C<E1-3-15>,2016-09-14-17-0
,E1-3C<E1-3-15>,2016-09-14-17-1
,E1-3C<E1-3-15>,2016-09-14-17-2
,E1-3C<E1-3-15>,2016-09-14-17-3
,E1-3C<E1-3-15>,2016-09-14-17-4
,E1-3C<E1-3-15>,2016-09-14-17-5
,E1-3C<E1-3-16>,2016-09-14-15-0
,E1-3C<E1-3-16>,2016-09-14-15-1
,E1-3C<E1-3-16>,2016-09-14-15-2
,E1-3C<E1-3-16>,2016-09-14-15-3
,E1-3C<E1-3-16>,2016-09-14-15-4
,E1-3C<E1-3-16>,2016-09-14-15-5
,E1-3C<E1-3-16>,2016-09-14-16-0
,E1-3C<E1-3-16>,2016-09-14-16-1
,E1-3C<E1-3-16>,2016-09-14-16-2
,E1-3C<E1-3-16>,2016-09-14-16-3
,E1-3C<E1-3-16>,2016-09-14-16-4
,E1-3C<E1-3-16>,2016-09-14-16-5
,E1-3C<E1-3-16>,2016-09-14-17-0
,E1-3C<E1-3-16>,2016-09-14-17-1
,E1-3C<E1-3-16>,2016-09-14-17-2
,E1-3C<E1-3-16>,2016-09-14-17-3
,E1-3C<E1-3-16>,2016-09-14-17-4
,E1-3C<E1-3-16>,2016-09-14-17-5
,E1-3C<E1-3-17>,2016-09-14-15-0
,E1-3C<E1-3-17>,2016-09-14-15-1
,E1-3C<E1-3-17>,2016-09-14-15-2
,E1-3C<E1-3-17>,2016-09-14-15-3
,E1-3C<E1-3-17>,2016-09-14-15-4
,E1-3C<E1-3-17>,2016-09-14-15-5
,E1-3C<E1-3-17>,2016-09-14-16-0
,E1-3C<E1-3-17>,2016-09-14-16-1
,E1-3C<E1-3-17>,2016-09-14-16-2
,E1-3C<E1-3-17>,2016-09-14-16-3
,E1-3C<E1-3-17>,2016-09-14-16-4
,E1-3C<E1-3-17>,2016-09-14-16-5
,E1-3C<E1-3-17>,2016-09-14-17-0
,E1-3C<E1-3-17>,2016-09-14-17-1
,E1-3C<E1-3-17>,2016-09-14-17-2
,E1-3C<E1-3-17>,2016-09-14-17-3
,E1-3C<E1-3-17>,2016-09-14-17-4
,E1-3C<E1-3-17>,2016-09-14-17-5
,E1-3C<E1-3-18>,2016-09-14-15-0
,E1-3C<E1-3-18>,2016-09-14-15-1
,E1-3C<E1-3-18>,2016-09-14-15-2
,E1-3C<E1-3-18>,2016-09-14-15-3
,E1-3C<E1-3-18>,2016-09-14-15-4
,E1-3C<E1-3-18>,2016-09-14-15-5
,E1-3C<E1-3-18>,2016-09-14-16-0
,E1-3C<E1-3-18>,2016-09-14-16-1
,E1-3C<E1-3-18>,2016-09-14-16-2
,E1-3C<E1-3-18>,2016-09-14-16-3
,E1-3C<E1-3-18>,2016-09-14-16-4
,E1-3C<E1-3-18>,2016-09-14-16-5
,E1-3C<E1-3-18>,2016-09-14-17-0
,E1-3C<E1-3-18>,2016-09-14-17-1
,E1-3C<E1-3-18>,2016-09-14-17-2
,E1-3C<E1-3-18>,2016-09-14-17-3
,E1-3C<E1-3-18>,2016-09-14-17-4
,E1-3C<E1-3-18>,2016-09-14-17-5
,E1-3C<E1-3-19>,2016-09-14-15-0
,E1-3C<E1-3-19>,2016-09-14-15-1
,E1-3C<E1-3-19>,2016-09-14-15-2
,E1-3C<E1-3-19>,2016-09-14-15-3
,E1-3C<E1-3-19>,2016-09-14-15-4
,E1-3C<E1-3-19>,2016-09-14-15-5
,E1-3C<E1-3-19>,2016-09-14-16-0
,E1-3C<E1-3-19>,2016-09-14-16-1
,E1-3C<E1-3-19>,2016-09-14-16-2
,E1-3C<E1-3-19>,2016-09-14-16-3
,E1-3C<E1-3-19>,2016-09-14-16-4
,E1-3C<E1-3-19>,2016-09-14-16-5
,E1-3C<E1-3-19>,2016-09-14-17-0
,E1-3C<E1-3-19>,2016-09-14-17-1
,E1-3C<E1-3-19>,2016-09-14-17-2
,E1-3C<E1-3-19>,2016-09-14-17-3
,E1-3C<E1-3-19>,2016-09-14-17-4
,E1-3C<E1-3-19>,2016-09-14-17-5
,E1-3C<E1-3-20>,2016-09-14-15-0
,E1-3C<E1-3-20>,2016-09-14-15-1
,E1-3C<E1-3-20>,2016-09-14-15-2
,E1-3C<E1-3-20>,2016-09-14-15-3
,E1-3C<E1-3-20>,2016-09-14-15-4
,E1-3C<E1-3-20>,2016-09-14-15-5
,E1-3C<E1-3-20>,2016-09-14-16-0
,E1-3C<E1-3-20>,2016-09-14-16-1
,E1-3C<E1-3-20>,2016-09-14-16-2
,E1-3C<E1-3-20>,2016-09-14-16-3
,E1-3C<E1-3-20>,2016-09-14-16-4
,E1-3C<E1-3-20>,2016-09-14-16-5
,E1-3C<E1-3-20>,2016-09-14-17-0
,E1-3C<E1-3-20>,2016-09-14-17-1
,E1-3C<E1-3-20>,2016-09-14-17-2
,E1-3C<E1-3-20>,2016-09-14-17-3
,E1-3C<E1-3-20>,2016-09-14-17-4
,E1-3C<E1-3-20>,2016-09-14-17-5
,E1-3C<E1-3-21>,2016-09-14-15-0
,E1-3C<E1-3-21>,2016-09-14-15-1
,E1-3C<E1-3-21>,2016-09-14-15-2
,E1-3C<E1-3-21>,2016-09-14-15-3
,E1-3C<E1-3-21>,2016-09-14-15-4
,E1-3C<E1-3-21>,2016-09-14-15-5
,E1-3C<E1-3-21>,2016-09-14-16-0
,E1-3C<E1-3-21>,2016-09-14-16-1
,E1-3C<E1-3-21>,2016-09-14-16-2
,E1-3C<E1-3-21>,2016-09-14-16-3
,E1-3C<E1-3-21>,2016-09-14-16-4
,E1-3C<E1-3-21>,2016-09-14-16-5
,E1-3C<E1-3-21>,2016-09-14-17-0
,E1-3C<E1-3-21>,2016-09-14-17-1
,E1-3C<E1-3-21>,2016-09-14-17-2
,E1-3C<E1-3-21>,2016-09-14-17-3
,E1-3C<E1-3-21>,2016-09-14-17-4
,E1-3C<E1-3-21>,2016-09-14-17-5
,E1-3C<E1-3-22>,2016-09-14-15-0
,E1-3C<E1-3-22>,2016-09-14-15-1
,E1-3C<E1-3-22>,2016-09-14-15-2
,E1-3C<E1-3-22>,2016-09-14-15-3
,E1-3C<E1-3-22>,2016-09-14-15-4
,E1-3C<E1-3-22>,2016-09-14-15-5
,E1-3C<E1-3-22>,2016-09-14-16-0
,E1-3C<E1-3-22>,2016-09-14-16-1
,E1-3C<E1-3-22>,2016-09-14-16-2
,E1-3C<E1-3-22>,2016-09-14-16-3
,E1-3C<E1-3-22>,2016-09-14-16-4
,E1-3C<E1-3-22>,2016-09-14-16-5
,E1-3C<E1-3-22>,2016-09-14-17-0
,E1-3C<E1-3-22>,2016-09-14-17-1
,E1-3C<E1-3-22>,2016-09-14-17-2
,E1-3C<E1-3-22>,2016-09-14-17-3
,E1-3C<E1-3-22>,2016-09-14-17-4
,E1-3C<E1-3-22>,2016-09-14-17-5
,E2-1A-1<E2-1-01>,2016-09-14-15-0
,E2-1A-1<E2-1-01>,2016-09-14-15-1
,E2-1A-1<E2-1-01>,2016-09-14-15-2
,E2-1A-1<E2-1-01>,2016-09-14-15-3
,E2-1A-1<E2-1-01>,2016-09-14-15-4
,E2-1A-1<E2-1-01>,2016-09-14-15-5
,E2-1A-1<E2-1-01>,2016-09-14-16-0
,E2-1A-1<E2-1-01>,2016-09-14-16-1
,E2-1A-1<E2-1-01>,2016-09-14-16-2
,E2-1A-1<E2-1-01>,2016-09-14-16-3
,E2-1A-1<E2-1-01>,2016-09-14-16-4
,E2-1A-1<E2-1-01>,2016-09-14-16-5
,E2-1A-1<E2-1-01>,2016-09-14-17-0
,E2-1A-1<E2-1-01>,2016-09-14-17-1
,E2-1A-1<E2-1-01>,2016-09-14-17-2
,E2-1A-1<E2-1-01>,2016-09-14-17-3
,E2-1A-1<E2-1-01>,2016-09-14-17-4
,E2-1A-1<E2-1-01>,2016-09-14-17-5
,E2-1A-2<E2-1-01>,2016-09-14-15-0
,E2-1A-2<E2-1-01>,2016-09-14-15-1
,E2-1A-2<E2-1-01>,2016-09-14-15-2
,E2-1A-2<E2-1-01>,2016-09-14-15-3
,E2-1A-2<E2-1-01>,2016-09-14-15-4
,E2-1A-2<E2-1-01>,2016-09-14-15-5
,E2-1A-2<E2-1-01>,2016-09-14-16-0
,E2-1A-2<E2-1-01>,2016-09-14-16-1
,E2-1A-2<E2-1-01>,2016-09-14-16-2
,E2-1A-2<E2-1-01>,2016-09-14-16-3
,E2-1A-2<E2-1-01>,2016-09-14-16-4
,E2-1A-2<E2-1-01>,2016-09-14-16-5
,E2-1A-2<E2-1-01>,2016-09-14-17-0
,E2-1A-2<E2-1-01>,2016-09-14-17-1
,E2-1A-2<E2-1-01>,2016-09-14-17-2
,E2-1A-2<E2-1-01>,2016-09-14-17-3
,E2-1A-2<E2-1-01>,2016-09-14-17-4
,E2-1A-2<E2-1-01>,2016-09-14-17-5
,E2-1A-3<E2-1-01>,2016-09-14-15-0
,E2-1A-3<E2-1-01>,2016-09-14-15-1
,E2-1A-3<E2-1-01>,2016-09-14-15-2
,E2-1A-3<E2-1-01>,2016-09-14-15-3
,E2-1A-3<E2-1-01>,2016-09-14-15-4
,E2-1A-3<E2-1-01>,2016-09-14-15-5
,E2-1A-3<E2-1-01>,2016-09-14-16-0
,E2-1A-3<E2-1-01>,2016-09-14-16-1
,E2-1A-3<E2-1-01>,2016-09-14-16-2
,E2-1A-3<E2-1-01>,2016-09-14-16-3
,E2-1A-3<E2-1-01>,2016-09-14-16-4
,E2-1A-3<E2-1-01>,2016-09-14-16-5
,E2-1A-3<E2-1-01>,2016-09-14-17-0
,E2-1A-3<E2-1-01>,2016-09-14-17-1
,E2-1A-3<E2-1-01>,2016-09-14-17-2
,E2-1A-3<E2-1-01>,2016-09-14-17-3
,E2-1A-3<E2-1-01>,2016-09-14-17-4
,E2-1A-3<E2-1-01>,2016-09-14-17-5
,E2-1A-4<E2-1-01>,2016-09-14-15-0
,E2-1A-4<E2-1-01>,2016-09-14-15-1
,E2-1A-4<E2-1-01>,2016-09-14-15-2
,E2-1A-4<E2-1-01>,2016-09-14-15-3
,E2-1A-4<E2-1-01>,2016-09-14-15-4
,E2-1A-4<E2-1-01>,2016-09-14-15-5
,E2-1A-4<E2-1-01>,2016-09-14-16-0
,E2-1A-4<E2-1-01>,2016-09-14-16-1
,E2-1A-4<E2-1-01>,2016-09-14-16-2
,E2-1A-4<E2-1-01>,2016-09-14-16-3
,E2-1A-4<E2-1-01>,2016-09-14-16-4
,E2-1A-4<E2-1-01>,2016-09-14-16-5
,E2-1A-4<E2-1-01>,2016-09-14-17-0
,E2-1A-4<E2-1-01>,2016-09-14-17-1
,E2-1A-4<E2-1-01>,2016-09-14-17-2
,E2-1A-4<E2-1-01>,2016-09-14-17-3
,E2-1A-4<E2-1-01>,2016-09-14-17-4
,E2-1A-4<E2-1-01>,2016-09-14-17-5
,E2-1A-6<E2-1-01>,2016-09-14-15-0
,E2-1A-6<E2-1-01>,2016-09-14-15-1
,E2-1A-6<E2-1-01>,2016-09-14-15-2
,E2-1A-6<E2-1-01>,2016-09-14-15-3
,E2-1A-6<E2-1-01>,2016-09-14-15-4
,E2-1A-6<E2-1-01>,2016-09-14-15-5
,E2-1A-6<E2-1-01>,2016-09-14-16-0
,E2-1A-6<E2-1-01>,2016-09-14-16-1
,E2-1A-6<E2-1-01>,2016-09-14-16-2
,E2-1A-6<E2-1-01>,2016-09-14-16-3
,E2-1A-6<E2-1-01>,2016-09-14-16-4
,E2-1A-6<E2-1-01>,2016-09-14-16-5
,E2-1A-6<E2-1-01>,2016-09-14-17-0
,E2-1A-6<E2-1-01>,2016-09-14-17-1
,E2-1A-6<E2-1-01>,2016-09-14-17-2
,E2-1A-6<E2-1-01>,2016-09-14-17-3
,E2-1A-6<E2-1-01>,2016-09-14-17-4
,E2-1A-6<E2-1-01>,2016-09-14-17-5
,E2-1A<E2-1A-05>,2016-09-14-15-0
,E2-1A<E2-1A-05>,2016-09-14-15-1
,E2-1A<E2-1A-05>,2016-09-14-15-2
,E2-1A<E2-1A-05>,2016-09-14-15-3
,E2-1A<E2-1A-05>,2016-09-14-15-4
,E2-1A<E2-1A-05>,2016-09-14-15-5
,E2-1A<E2-1A-05>,2016-09-14-16-0
,E2-1A<E2-1A-05>,2016-09-14-16-1
,E2-1A<E2-1A-05>,2016-09-14-16-2
,E2-1A<E2-1A-05>,2016-09-14-16-3
,E2-1A<E2-1A-05>,2016-09-14-16-4
,E2-1A<E2-1A-05>,2016-09-14-16-5
,E2-1A<E2-1A-05>,2016-09-14-17-0
,E2-1A<E2-1A-05>,2016-09-14-17-1
,E2-1A<E2-1A-05>,2016-09-14-17-2
,E2-1A<E2-1A-05>,2016-09-14-17-3
,E2-1A<E2-1A-05>,2016-09-14-17-4
,E2-1A<E2-1A-05>,2016-09-14-17-5
,E2-1A<E2-1A-07>,2016-09-14-15-0
,E2-1A<E2-1A-07>,2016-09-14-15-1
,E2-1A<E2-1A-07>,2016-09-14-15-2
,E2-1A<E2-1A-07>,2016-09-14-15-3
,E2-1A<E2-1A-07>,2016-09-14-15-4
,E2-1A<E2-1A-07>,2016-09-14-15-5
,E2-1A<E2-1A-07>,2016-09-14-16-0
,E2-1A<E2-1A-07>,2016-09-14-16-1
,E2-1A<E2-1A-07>,2016-09-14-16-2
,E2-1A<E2-1A-07>,2016-09-14-16-3
,E2-1A<E2-1A-07>,2016-09-14-16-4
,E2-1A<E2-1A-07>,2016-09-14-16-5
,E2-1A<E2-1A-07>,2016-09-14-17-0
,E2-1A<E2-1A-07>,2016-09-14-17-1
,E2-1A<E2-1A-07>,2016-09-14-17-2
,E2-1A<E2-1A-07>,2016-09-14-17-3
,E2-1A<E2-1A-07>,2016-09-14-17-4
,E2-1A<E2-1A-07>,2016-09-14-17-5
,E2-2A-1<E2-2-04>,2016-09-14-15-0
,E2-2A-1<E2-2-04>,2016-09-14-15-1
,E2-2A-1<E2-2-04>,2016-09-14-15-2
,E2-2A-1<E2-2-04>,2016-09-14-15-3
,E2-2A-1<E2-2-04>,2016-09-14-15-4
,E2-2A-1<E2-2-04>,2016-09-14-15-5
,E2-2A-1<E2-2-04>,2016-09-14-16-0
,E2-2A-1<E2-2-04>,2016-09-14-16-1
,E2-2A-1<E2-2-04>,2016-09-14-16-2
,E2-2A-1<E2-2-04>,2016-09-14-16-3
,E2-2A-1<E2-2-04>,2016-09-14-16-4
,E2-2A-1<E2-2-04>,2016-09-14-16-5
,E2-2A-1<E2-2-04>,2016-09-14-17-0
,E2-2A-1<E2-2-04>,2016-09-14-17-1
,E2-2A-1<E2-2-04>,2016-09-14-17-2
,E2-2A-1<E2-2-04>,2016-09-14-17-3
,E2-2A-1<E2-2-04>,2016-09-14-17-4
,E2-2A-1<E2-2-04>,2016-09-14-17-5
,E2-2A-2<E2-2-03>,2016-09-14-15-0
,E2-2A-2<E2-2-03>,2016-09-14-15-1
,E2-2A-2<E2-2-03>,2016-09-14-15-2
,E2-2A-2<E2-2-03>,2016-09-14-15-3
,E2-2A-2<E2-2-03>,2016-09-14-15-4
,E2-2A-2<E2-2-03>,2016-09-14-15-5
,E2-2A-2<E2-2-03>,2016-09-14-16-0
,E2-2A-2<E2-2-03>,2016-09-14-16-1
,E2-2A-2<E2-2-03>,2016-09-14-16-2
,E2-2A-2<E2-2-03>,2016-09-14-16-3
,E2-2A-2<E2-2-03>,2016-09-14-16-4
,E2-2A-2<E2-2-03>,2016-09-14-16-5
,E2-2A-2<E2-2-03>,2016-09-14-17-0
,E2-2A-2<E2-2-03>,2016-09-14-17-1
,E2-2A-2<E2-2-03>,2016-09-14-17-2
,E2-2A-2<E2-2-03>,2016-09-14-17-3
,E2-2A-2<E2-2-03>,2016-09-14-17-4
,E2-2A-2<E2-2-03>,2016-09-14-17-5
,E2-2A-3<E2-2-02>,2016-09-14-15-0
,E2-2A-3<E2-2-02>,2016-09-14-15-1
,E2-2A-3<E2-2-02>,2016-09-14-15-2
,E2-2A-3<E2-2-02>,2016-09-14-15-3
,E2-2A-3<E2-2-02>,2016-09-14-15-4
,E2-2A-3<E2-2-02>,2016-09-14-15-5
,E2-2A-3<E2-2-02>,2016-09-14-16-0
,E2-2A-3<E2-2-02>,2016-09-14-16-1
,E2-2A-3<E2-2-02>,2016-09-14-16-2
,E2-2A-3<E2-2-02>,2016-09-14-16-3
,E2-2A-3<E2-2-02>,2016-09-14-16-4
,E2-2A-3<E2-2-02>,2016-09-14-16-5
,E2-2A-3<E2-2-02>,2016-09-14-17-0
,E2-2A-3<E2-2-02>,2016-09-14-17-1
,E2-2A-3<E2-2-02>,2016-09-14-17-2
,E2-2A-3<E2-2-02>,2016-09-14-17-3
,E2-2A-3<E2-2-02>,2016-09-14-17-4
,E2-2A-3<E2-2-02>,2016-09-14-17-5
,E2-2A-4<E2-2-01>,2016-09-14-15-0
,E2-2A-4<E2-2-01>,2016-09-14-15-1
,E2-2A-4<E2-2-01>,2016-09-14-15-2
,E2-2A-4<E2-2-01>,2016-09-14-15-3
,E2-2A-4<E2-2-01>,2016-09-14-15-4
,E2-2A-4<E2-2-01>,2016-09-14-15-5
,E2-2A-4<E2-2-01>,2016-09-14-16-0
,E2-2A-4<E2-2-01>,2016-09-14-16-1
,E2-2A-4<E2-2-01>,2016-09-14-16-2
,E2-2A-4<E2-2-01>,2016-09-14-16-3
,E2-2A-4<E2-2-01>,2016-09-14-16-4
,E2-2A-4<E2-2-01>,2016-09-14-16-5
,E2-2A-4<E2-2-01>,2016-09-14-17-0
,E2-2A-4<E2-2-01>,2016-09-14-17-1
,E2-2A-4<E2-2-01>,2016-09-14-17-2
,E2-2A-4<E2-2-01>,2016-09-14-17-3
,E2-2A-4<E2-2-01>,2016-09-14-17-4
,E2-2A-4<E2-2-01>,2016-09-14-17-5
,E2-2B-1<E2-2-08>,2016-09-14-15-0
,E2-2B-1<E2-2-08>,2016-09-14-15-1
,E2-2B-1<E2-2-08>,2016-09-14-15-2
,E2-2B-1<E2-2-08>,2016-09-14-15-3
